Unnamed: 0,StudentId,CGPA,Major Projects,Certifications,Mini Projects,Technical Skills Rating,Internship,Hackathon,12th Percentage,10th Percentage,backlogs,PlacementStatus,Name,Age,Department,Attendance,Aptitude Score,Coding Score,Technical Interview Score,Programming Languages Known,Soft Skills Rating,Communication Score,Extra Curricular Activities,Expected Salary
9327,9328,7.7,1,3,2,9,Yes,Yes,76,83,1,Placed,Vivek Verma,21,Computer Science & Engineering,90.1,73.4,91.9,87.7,"C++, JavaScript, Go, Java",4.3,88.9,Yes,23.91
9328,9329,7.5,1,2,1,6,No,No,58,70,4,NotPlaced,Tanvi Chatterjee,22,Computer Science & Engineering,75.0,58.6,71.9,51.7,"Java, SQL, Python",5.0,95.3,Yes,5.64
9329,9330,6.7,1,2,2,8,No,No,66,58,1,Placed,Amit Sharma,21,Information Technology,87.4,90.7,86.3,75.8,"C++, Python, JavaScript, Java",3.0,65.7,Yes,17.12
9330,9331,8.3,2,2,0,8,Yes,Yes,83,81,1,Placed,Arjun Das,24,Computer Science & Engineering,84.1,92.9,90.3,87.0,"C++, Java, Python, SQL, JavaScript",5.0,93.0,No,26.42
9331,9332,6.7,1,2,1,7,No,Yes,60,69,4,NotPlaced,Divya Chatterjee,21,Mechanical Engineering,90.6,31.4,54.9,53.8,"Python, Go, C++",4.3,88.5,No,3.81
9332,9333,7.6,1,3,2,7,Yes,Yes,72,68,2,NotPlaced,Meera Rao,23,Information Technology,59.6,54.8,72.5,56.6,"Python, Java, SQL",4.8,82.8,No,5.8
9333,9334,7.9,0,2,0,7,No,No,79,63,2,NotPlaced,Krishna Pandey,23,Computer Science & Engineering,63.2,59.3,78.9,65.1,"JavaScript, Kotlin, SQL",4.7,87.4,No,5.8
9334,9335,8.5,2,3,0,7,Yes,Yes,89,85,0,Placed,Aditi Sharma,22,Computer Science & Engineering,92.5,89.7,94.8,87.0,"Java, Python, JavaScript",5.0,95.3,No,43.57
9335,9336,8.2,1,3,2,8,Yes,Yes,63,88,0,Placed,Karan Das,20,Electronics & Communication Engineering,93.8,81.1,87.9,89.9,"C++, SQL, Python",5.0,92.2,No,26.65
9336,9337,7.9,2,3,2,9,Yes,Yes,74,80,1,Placed,Priya Das,24,Computer Science & Engineering,90.2,89.9,100.0,88.6,"Java, JavaScript, Python, SQL",5.0,91.5,No,25.05
9337,9338,8.0,2,3,1,9,Yes,Yes,86,85,0,Placed,Sanjay Sharma,20,Computer Science & Engineering,78.7,97.5,99.8,87.4,"Go, Java, Kotlin, SQL",5.0,92.8,No,26.19
9338,9339,6.9,0,1,1,6,No,Yes,55,59,2,NotPlaced,Vikram Sharma,20,Computer Science & Engineering,84.3,45.5,61.2,53.4,"Java, SQL",3.7,70.2,Yes,4.69
9339,9340,7.6,0,1,0,6,No,No,56,62,2,NotPlaced,Kiran Banerjee,24,Computer Science & Engineering,62.0,75.7,66.0,52.6,"C++, Python",3.5,80.5,No,5.8
9340,9341,8.2,1,3,0,8,Yes,Yes,88,86,0,Placed,Kavya Nair,23,Electronics & Communication Engineering,80.8,77.2,93.6,83.0,"Java, Python, C++, SQL",5.0,100.0,No,24.73
9341,9342,6.5,1,1,2,6,Yes,No,61,70,3,NotPlaced,Alok Sharma,22,Computer Science & Engineering,68.1,68.2,55.3,41.9,"Python, SQL",4.2,83.6,No,4.87
9342,9343,8.2,1,3,0,8,Yes,Yes,76,82,1,Placed,Abhishek Rao,21,Electronics & Communication Engineering,94.4,66.1,81.0,84.4,"C++, Python, JavaScript, Go, Java",4.8,95.1,No,21.75
9343,9344,6.8,1,1,1,6,No,No,68,65,3,NotPlaced,Vivek Reddy,23,Computer Science & Engineering,70.1,30.0,52.7,43.8,"JavaScript, SQL",4.8,86.7,No,3.98
9344,9345,6.6,1,2,0,7,No,Yes,60,69,2,NotPlaced,Arjun Kumar,22,Information Technology,86.6,61.2,68.5,42.1,"C++, Java",4.0,81.8,Yes,5.27
9345,9346,7.1,0,1,1,7,No,Yes,55,73,2,NotPlaced,Arjun Choudhury,23,Electronics & Communication Engineering,57.1,52.2,57.7,60.0,"JavaScript, C++",4.6,85.3,No,4.76
9346,9347,7.7,1,3,2,7,Yes,Yes,55,64,3,NotPlaced,Meghna Rao,24,Information Technology,59.9,72.4,76.0,71.5,"SQL, Python",4.5,90.2,No,5.8
9347,9348,8.6,2,3,2,9,Yes,Yes,82,82,1,NotPlaced,Ishaan Singh,20,Electronics & Communication Engineering,62.7,32.8,86.1,72.1,"C++, Java, Python, JavaScript, Go",4.9,91.2,No,5.8
9348,9349,8.3,2,1,2,7,Yes,No,64,64,1,NotPlaced,Divya Nair,24,Computer Science & Engineering,73.2,64.6,80.7,67.0,"JavaScript, SQL, Swift",4.7,88.4,No,5.8
9349,9350,7.8,2,3,2,9,Yes,Yes,86,82,1,Placed,Kabir Das,21,Civil Engineering,79.5,89.4,75.7,82.9,"Go, Python, SQL",5.0,96.4,Yes,25.22
9350,9351,6.6,0,1,1,6,No,No,56,63,4,NotPlaced,Karan Singh,24,Information Technology,63.7,35.5,57.4,52.8,"JavaScript, Python",3.5,76.5,Yes,4.95
9351,9352,7.6,0,2,0,7,No,No,59,61,0,Placed,Divya Kumar,20,Computer Science & Engineering,78.8,94.9,76.4,60.4,"Java, Python, SQL",4.3,84.2,No,17.45
9352,9353,8.7,0,3,2,8,Yes,No,71,83,1,NotPlaced,Meera Patel,23,Computer Science & Engineering,67.4,52.7,98.6,81.0,"JavaScript, C++, Swift",4.7,87.0,No,5.8
9353,9354,8.3,1,2,1,7,Yes,Yes,63,65,1,NotPlaced,Priya Verma,22,Computer Science & Engineering,71.5,34.1,80.7,57.0,"SQL, Python, JavaScript",4.3,86.1,Yes,5.8
9354,9355,8.8,2,2,2,9,Yes,No,71,79,0,Placed,Siddhi Reddy,21,Electronics & Communication Engineering,77.5,92.8,91.7,90.7,"JavaScript, Go, SQL, Python",4.6,96.0,Yes,45.0
9355,9356,6.5,1,2,0,7,No,No,58,71,3,NotPlaced,Aditya Verma,23,Computer Science & Engineering,64.2,47.1,68.8,55.2,"Swift, Python",4.2,79.7,No,4.68
9356,9357,7.5,0,2,1,6,No,No,55,63,4,NotPlaced,Rahul Singh,22,Civil Engineering,62.9,58.4,43.7,55.7,"Java, Python, SQL",3.6,79.8,No,5.18
9357,9358,7.4,1,1,0,6,No,Yes,61,74,1,Placed,Vihaan Sharma,20,Computer Science & Engineering,76.3,84.5,88.1,65.9,"Python, SQL",4.5,84.2,Yes,20.53
9358,9359,8.6,1,3,2,8,Yes,Yes,75,80,0,Placed,Rohan Pillai,24,Information Technology,82.1,73.7,96.1,84.3,"Go, Python, SQL, JavaScript, Java",4.8,91.5,Yes,45.0
9359,9360,7.6,1,2,1,7,No,No,55,74,2,NotPlaced,Krishna Rao,23,Electronics & Communication Engineering,79.1,65.6,70.4,56.8,"Swift, JavaScript",4.5,87.4,No,5.8
9360,9361,8.0,2,3,0,9,Yes,Yes,76,86,1,Placed,Rahul Chatterjee,22,Mechanical Engineering,79.5,70.3,83.0,86.8,"Go, SQL, Swift, Python, JavaScript",4.8,100.0,No,26.22
9361,9362,6.5,1,3,1,7,No,Yes,58,68,2,NotPlaced,Meghna Rao,22,Computer Science & Engineering,87.1,60.3,50.4,40.6,"Go, Java, JavaScript",4.2,87.3,No,4.2
9362,9363,6.6,1,1,0,7,Yes,No,55,69,2,NotPlaced,Kabir Banerjee,24,Civil Engineering,77.2,72.3,42.4,51.9,"SQL, Kotlin",5.0,88.7,No,4.45
9363,9364,8.6,2,2,1,7,Yes,No,80,82,1,NotPlaced,Sai Choudhury,23,Mechanical Engineering,83.6,43.1,68.2,72.8,"C++, Java, Python",5.0,100.0,No,5.8
9364,9365,6.5,1,1,0,6,No,No,55,59,3,NotPlaced,Aadhya Verma,23,Civil Engineering,89.3,62.1,44.4,43.4,"Kotlin, C++",3.6,79.4,No,4.07
9365,9366,8.4,2,3,2,9,Yes,Yes,79,88,0,Placed,Rohan Patel,20,Mechanical Engineering,94.8,75.0,85.6,81.8,"C++, Python, Swift",4.9,97.1,No,26.36
9366,9367,6.5,1,2,0,7,Yes,Yes,69,65,2,NotPlaced,Aarav Sharma,23,Mechanical Engineering,64.2,30.0,49.8,51.7,"SQL, C++, Go",4.1,84.3,No,4.38
9367,9368,8.1,1,3,0,9,Yes,Yes,74,84,0,Placed,Yash Chatterjee,24,Electronics & Communication Engineering,90.9,77.3,76.5,81.9,"Python, C++, SQL",4.8,92.4,No,22.89
9368,9369,8.2,1,2,1,7,No,Yes,55,71,1,NotPlaced,Rohan Iyer,23,Electrical & Electronics Engineering,78.2,47.0,66.9,64.6,"SQL, C++",4.0,78.3,Yes,5.8
9369,9370,7.4,0,1,1,7,No,Yes,66,61,4,NotPlaced,Rahul Banerjee,20,Information Technology,77.4,46.3,63.7,53.5,"Python, Java, SQL",3.4,67.5,No,5.8
9370,9371,7.5,1,1,1,8,No,Yes,69,72,1,Placed,Karan Mehta,22,Information Technology,90.4,93.4,95.3,77.7,"SQL, Python, C++, Java, JavaScript",5.0,95.1,Yes,18.67
9371,9372,8.3,2,3,2,8,Yes,Yes,84,76,1,Placed,Divya Reddy,23,Electronics & Communication Engineering,79.9,95.4,77.4,84.4,"C++, JavaScript, SQL, Python",4.7,96.5,No,26.01
9372,9373,8.2,2,1,0,8,Yes,Yes,74,85,0,Placed,Aryan Das,24,Civil Engineering,92.2,100.0,90.9,81.4,"C++, SQL, Python, JavaScript",5.0,96.3,No,23.72
9373,9374,6.5,1,1,1,7,No,Yes,55,73,2,NotPlaced,Divya Sharma,23,Computer Science & Engineering,69.4,30.3,60.0,53.2,"Python, SQL",4.8,90.6,Yes,4.7
9374,9375,8.4,2,1,1,8,Yes,Yes,56,81,0,Placed,Rohan Rao,21,Electrical & Electronics Engineering,88.0,91.0,78.8,81.4,"Python, Swift, SQL, C++, Java",3.9,74.0,No,24.48
9375,9376,7.7,1,1,1,7,No,Yes,57,74,4,NotPlaced,Pooja Joshi,20,Computer Science & Engineering,80.7,57.1,83.5,55.5,"JavaScript, Python",3.7,80.7,No,5.8
9376,9377,7.6,1,1,0,7,No,No,72,67,2,NotPlaced,Aadhya Mishra,22,Information Technology,76.5,35.4,77.0,54.8,"C++, Java, JavaScript",3.9,78.4,No,5.8
9377,9378,8.6,1,3,2,8,Yes,Yes,72,85,0,Placed,Ishaan Mishra,21,Computer Science & Engineering,76.7,96.4,100.0,79.9,"JavaScript, Java, SQL, Python, C++",5.0,94.7,No,45.0
9378,9379,7.5,1,1,1,6,No,Yes,55,72,3,NotPlaced,Dev Rao,24,Information Technology,85.4,42.5,69.0,44.6,"Java, JavaScript",3.9,85.1,No,5.8
9379,9380,7.6,1,1,1,7,Yes,Yes,57,68,4,NotPlaced,Kiran Banerjee,23,Civil Engineering,91.9,67.7,60.8,56.9,"C++, Kotlin, SQL",4.7,90.8,No,5.8
9380,9381,8.2,1,3,0,9,Yes,Yes,78,83,0,Placed,Aadhya Kumar,20,Information Technology,74.0,82.9,100.0,90.4,"Java, SQL, C++",4.7,91.7,Yes,28.32
9381,9382,7.5,0,1,0,6,No,Yes,55,62,2,NotPlaced,Harsh Kumar,23,Electronics & Communication Engineering,62.7,41.9,57.8,49.7,"Java, Kotlin, Go",3.9,76.3,Yes,5.19
9382,9383,8.3,2,3,0,8,Yes,Yes,59,84,0,Placed,Nikhil Gupta,23,Computer Science & Engineering,93.9,73.9,100.0,92.3,"Java, C++, Python",5.0,96.9,No,27.03
9383,9384,6.9,0,1,1,7,No,Yes,66,62,2,NotPlaced,Karan Pillai,23,Mechanical Engineering,66.9,64.8,44.9,53.0,"SQL, Kotlin",5.0,98.0,No,3.7
9384,9385,7.6,1,1,0,7,No,No,55,62,4,NotPlaced,Abhishek Pillai,23,Electrical & Electronics Engineering,65.2,42.0,58.1,58.0,"Python, Java, SQL",4.2,83.1,No,4.5
9385,9386,7.3,1,2,0,7,No,No,55,70,4,NotPlaced,Kavya Rao,20,Information Technology,63.1,73.1,78.7,57.6,"JavaScript, Java",4.1,73.5,Yes,5.8
9386,9387,8.1,2,3,2,8,Yes,Yes,72,84,1,Placed,Aditi Nair,21,Computer Science & Engineering,77.1,89.8,84.5,86.7,"Java, C++, Python, JavaScript, Go",5.0,95.2,Yes,25.61
9387,9388,7.9,2,2,0,7,Yes,No,55,69,3,NotPlaced,Aditya Banerjee,24,Information Technology,82.4,37.1,74.1,59.0,"Python, JavaScript, SQL",4.9,90.5,No,5.8
9388,9389,7.2,1,1,0,6,No,No,63,71,2,NotPlaced,Alok Banerjee,21,Information Technology,68.5,64.7,54.0,54.4,"Python, Java, SQL",4.0,70.5,Yes,5.15
9389,9390,6.6,1,1,1,7,No,No,81,61,3,NotPlaced,Sanjay Verma,20,Computer Science & Engineering,91.0,53.8,61.6,48.3,"Java, Python",4.0,82.7,Yes,4.8
9390,9391,8.5,1,1,2,9,Yes,Yes,82,88,1,Placed,Krishna Pandey,24,Civil Engineering,73.1,91.2,87.6,98.1,"C++, Python, SQL, Kotlin",4.7,96.2,No,35.71
9391,9392,7.8,1,3,2,9,Yes,Yes,72,84,4,NotPlaced,Tanvi Joshi,22,Electrical & Electronics Engineering,66.1,70.0,62.5,81.5,"Python, C++, SQL, JavaScript",3.9,79.4,No,5.8
9392,9393,6.8,0,1,1,6,No,No,59,62,4,NotPlaced,Arjun Singh,21,Computer Science & Engineering,70.1,54.2,61.8,47.9,"SQL, Java",3.6,72.0,No,5.33
9393,9394,6.8,1,2,0,6,No,Yes,55,72,2,NotPlaced,Amit Pandey,20,Civil Engineering,86.1,64.5,40.8,42.7,"Go, Python",3.9,64.9,No,3.94
9394,9395,7.7,0,2,3,7,Yes,Yes,90,84,3,NotPlaced,Dev Mehta,20,Computer Science & Engineering,81.2,30.0,77.5,60.4,"Java, C++, JavaScript",4.3,86.1,No,5.8
9395,9396,7.5,1,1,1,7,No,No,55,63,2,NotPlaced,Meghna Mehta,20,Information Technology,76.1,61.7,75.4,62.2,"JavaScript, Java",4.5,77.3,No,5.8
9396,9397,7.6,0,2,0,7,Yes,Yes,70,71,1,Placed,Sneha Verma,24,Electronics & Communication Engineering,91.5,72.4,79.3,80.5,"Go, Python, C++",4.3,83.7,Yes,18.25
9397,9398,6.5,1,1,0,7,No,Yes,55,72,2,Placed,Vikram Patel,23,Computer Science & Engineering,92.4,95.9,74.4,69.1,"Java, JavaScript, C++",4.0,77.1,No,12.85
9398,9399,8.0,2,3,2,9,Yes,Yes,83,86,0,Placed,Pooja Rao,22,Computer Science & Engineering,92.4,94.1,92.7,88.0,"Java, Python, C++, JavaScript",4.8,100.0,Yes,28.91
9399,9400,8.1,2,3,1,7,Yes,Yes,79,73,0,Placed,Krishna Choudhury,24,Computer Science & Engineering,97.0,90.1,83.6,80.0,"Python, Java, C++",4.5,85.3,No,24.96
9400,9401,7.7,1,2,0,8,Yes,Yes,75,82,1,Placed,Yash Patel,24,Electronics & Communication Engineering,76.2,77.2,82.3,85.2,"Java, C++, Swift",4.6,95.7,No,18.95
9401,9402,7.5,1,3,1,8,No,Yes,66,64,3,NotPlaced,Siddhi Verma,21,Mechanical Engineering,78.5,35.8,52.9,62.1,"C++, Go, SQL, Java, Python",4.6,89.9,No,5.8
9402,9403,6.8,2,3,2,8,Yes,Yes,79,86,2,NotPlaced,Kiran Iyer,22,Electronics & Communication Engineering,65.1,69.7,68.0,58.1,"Java, C++, SQL",4.7,90.5,No,5.8
9403,9404,7.4,1,1,3,8,Yes,Yes,74,71,3,NotPlaced,Ishaan Reddy,20,Electronics & Communication Engineering,85.8,71.2,66.8,64.7,"Python, Kotlin, Go",3.9,80.6,No,5.8
9404,9405,7.5,1,2,0,7,No,No,57,87,3,NotPlaced,Aryan Mehta,24,Information Technology,77.6,37.4,64.0,59.5,"SQL, Java",4.9,90.9,No,5.8
9405,9406,7.7,0,3,0,8,Yes,No,81,85,3,NotPlaced,Ishaan Nair,22,Information Technology,59.0,39.4,75.8,72.3,"JavaScript, Go, SQL",4.3,88.9,No,5.8
9406,9407,7.0,0,1,0,8,No,Yes,66,61,2,NotPlaced,Priya Rao,21,Electrical & Electronics Engineering,64.0,51.8,59.8,60.3,"C++, Python, SQL, JavaScript",4.7,90.4,Yes,5.02
9407,9408,7.7,0,1,0,6,No,No,63,65,2,NotPlaced,Deepak Das,23,Information Technology,87.4,37.8,77.2,50.2,"Java, SQL, Python",4.7,83.4,Yes,5.8
9408,9409,8.8,0,3,0,6,Yes,Yes,55,66,1,NotPlaced,Kiran Reddy,22,Computer Science & Engineering,76.2,37.5,83.4,63.5,"Java, C++, Python",4.1,83.5,No,5.8
9409,9410,6.9,0,1,1,7,No,Yes,59,71,4,NotPlaced,Meghna Singh,20,Computer Science & Engineering,83.2,54.6,60.0,67.2,"Java, C++",3.6,68.2,No,5.63
9410,9411,8.8,2,3,2,9,Yes,Yes,70,86,0,Placed,Dev Sharma,24,Civil Engineering,100.0,73.0,98.2,83.8,"Java, Kotlin, Python, JavaScript, SQL",4.8,94.8,Yes,41.28
9411,9412,6.8,2,2,0,6,Yes,No,70,82,3,NotPlaced,Kabir Sharma,23,Computer Science & Engineering,82.2,30.0,61.2,51.2,"Java, Python",5.0,95.6,No,5.8
9412,9413,8.6,2,2,0,7,No,Yes,65,67,1,NotPlaced,Kabir Mishra,21,Mechanical Engineering,71.3,57.2,76.9,63.7,"SQL, Python, Java",3.4,72.3,No,5.8
9413,9414,7.4,1,1,0,7,Yes,No,60,60,3,NotPlaced,Sanya Patel,20,Computer Science & Engineering,56.9,47.9,74.7,60.9,"JavaScript, Python",3.9,72.5,Yes,5.8
9414,9415,6.8,1,1,0,6,Yes,Yes,59,69,1,Placed,Kabir Chatterjee,23,Electronics & Communication Engineering,90.6,94.6,66.3,70.9,"Python, JavaScript, Kotlin",5.0,96.9,No,14.6
9415,9416,8.6,2,3,1,8,Yes,Yes,77,82,0,Placed,Rohan Mehta,21,Computer Science & Engineering,83.2,100.0,99.8,84.1,"JavaScript, Java, Python, Go",4.9,93.1,Yes,42.31
9416,9417,8.3,2,3,2,8,Yes,Yes,82,87,1,Placed,Rahul Pandey,20,Mechanical Engineering,92.8,97.2,84.5,79.1,"JavaScript, Swift, Python, Go, C++",4.3,89.2,No,27.3
9417,9418,7.7,1,3,2,8,Yes,Yes,86,67,1,Placed,Vivek Choudhury,24,Information Technology,86.3,71.5,98.7,80.5,"Python, JavaScript, C++, Java",4.2,84.3,Yes,25.0
9418,9419,6.6,1,3,1,6,No,Yes,55,71,4,NotPlaced,Sanya Choudhury,21,Computer Science & Engineering,90.1,62.8,56.6,54.2,"SQL, Java, JavaScript",4.1,80.6,No,4.99
9419,9420,8.1,1,0,1,8,Yes,No,58,67,1,NotPlaced,Vihaan Patel,23,Computer Science & Engineering,77.8,34.9,88.9,67.6,"SQL, Java, Python",3.7,72.6,Yes,5.8
9420,9421,6.6,0,1,0,6,Yes,Yes,69,64,2,NotPlaced,Siddhi Mishra,20,Computer Science & Engineering,69.4,39.3,59.6,61.4,"C++, JavaScript, Java",5.0,96.0,No,4.64
9421,9422,7.8,1,2,1,7,Yes,Yes,65,67,3,NotPlaced,Nikhil Sen,22,Mechanical Engineering,77.0,45.6,63.1,66.6,"Python, SQL, Java",4.4,84.0,No,5.8
9422,9423,7.8,1,3,0,8,Yes,Yes,78,57,1,Placed,Tanvi Gupta,20,Electrical & Electronics Engineering,80.1,91.8,84.4,72.7,"JavaScript, C++, SQL, Python, Go",3.7,80.7,No,22.37
9423,9424,7.7,1,2,1,6,No,No,59,59,4,NotPlaced,Siddhi Iyer,23,Electrical & Electronics Engineering,80.2,35.6,52.7,56.5,"Python, C++, Swift",4.5,88.0,Yes,5.8
9424,9425,8.2,0,3,2,8,Yes,Yes,64,85,1,Placed,Ananya Nair,23,Computer Science & Engineering,76.6,83.1,100.0,91.3,"C++, JavaScript, Java, SQL, Swift",4.2,83.7,No,26.19
9425,9426,8.2,0,3,1,8,Yes,No,76,78,1,Placed,Kavya Iyer,22,Electronics & Communication Engineering,85.4,98.7,89.8,78.2,"Kotlin, JavaScript, Python, Java, C++",4.9,99.6,Yes,21.79
9426,9427,7.4,1,2,1,7,Yes,Yes,61,82,0,Placed,Krishna Kumar,23,Civil Engineering,87.1,82.9,72.6,75.3,"C++, Python, SQL",4.4,89.9,No,20.4
9427,9428,7.7,1,1,1,7,Yes,Yes,66,77,0,Placed,Riya Reddy,20,Electrical & Electronics Engineering,100.0,100.0,79.4,73.8,"Go, Python, C++",4.3,85.9,Yes,20.65
9428,9429,8.3,1,3,2,9,Yes,Yes,79,82,0,Placed,Sneha Chatterjee,21,Computer Science & Engineering,80.0,80.1,100.0,87.5,"Python, C++, JavaScript, SQL, Swift",5.0,98.7,No,28.37
9429,9430,8.3,1,2,0,8,No,Yes,59,64,1,NotPlaced,Ananya Kumar,20,Electronics & Communication Engineering,60.7,30.0,79.4,62.9,"JavaScript, SQL, Java",4.2,84.2,No,5.8
9430,9431,7.2,1,1,0,6,No,Yes,55,75,4,NotPlaced,Sanya Sharma,23,Electronics & Communication Engineering,78.7,32.0,65.0,55.4,"SQL, C++, Go",3.5,69.1,No,5.12
9431,9432,7.7,1,1,1,6,No,Yes,59,61,3,NotPlaced,Siddhi Sharma,22,Information Technology,85.7,41.4,73.7,55.7,"JavaScript, Java, Swift",4.3,83.9,Yes,5.8
9432,9433,8.1,2,2,0,9,Yes,Yes,71,83,1,Placed,Vikram Mehta,22,Computer Science & Engineering,83.9,98.1,76.7,89.1,"JavaScript, Swift, Python, SQL, Kotlin",5.0,99.5,No,22.05
9433,9434,6.5,0,1,0,8,No,Yes,60,62,2,NotPlaced,Deepak Gupta,24,Computer Science & Engineering,68.8,45.8,63.7,53.3,"Python, JavaScript, SQL, Java",4.1,78.5,Yes,5.43
9434,9435,7.4,1,1,0,6,No,No,62,67,4,NotPlaced,Abhishek Mehta,22,Mechanical Engineering,83.1,64.5,58.6,52.9,"Kotlin, Java, Python",4.0,81.6,No,5.06
9435,9436,6.5,2,1,0,7,No,No,55,68,4,NotPlaced,Aadhya Patel,22,Computer Science & Engineering,87.5,55.3,60.4,44.9,"C++, Java, SQL",4.3,84.6,Yes,4.77
9436,9437,8.1,2,1,2,8,Yes,Yes,83,86,0,Placed,Kavya Verma,23,Information Technology,80.8,94.7,88.8,85.2,"JavaScript, C++, Python, Go",4.7,91.3,No,25.79
9437,9438,7.9,1,2,2,7,Yes,Yes,77,85,3,NotPlaced,Meera Mehta,21,Electrical & Electronics Engineering,65.1,31.5,57.0,61.6,"C++, Swift, JavaScript",4.8,89.0,Yes,5.8
9438,9439,8.5,2,1,2,8,Yes,Yes,71,84,0,Placed,Sai Chatterjee,21,Electronics & Communication Engineering,86.9,88.3,92.9,90.2,"Python, Go, C++, SQL, Swift",4.5,93.0,No,40.74
9439,9440,7.7,1,2,0,7,Yes,Yes,55,63,1,Placed,Nikhil Nair,23,Civil Engineering,100.0,76.8,65.1,79.3,"Swift, SQL, Python",5.0,93.3,No,17.94
9440,9441,7.9,2,2,0,7,Yes,Yes,81,69,3,NotPlaced,Deepak Rao,22,Computer Science & Engineering,61.7,32.1,79.1,67.1,"JavaScript, Java, SQL",4.6,92.0,Yes,5.8
9441,9442,8.2,0,3,0,6,Yes,Yes,71,73,1,NotPlaced,Sai Singh,20,Electronics & Communication Engineering,72.8,51.8,64.3,64.4,"Go, Java, C++",4.4,83.7,Yes,5.8
9442,9443,8.0,2,3,2,9,Yes,Yes,71,87,0,Placed,Rohan Sen,21,Computer Science & Engineering,83.2,84.7,100.0,86.3,"C++, Python, JavaScript",5.0,91.6,Yes,27.94
9443,9444,8.6,1,3,2,9,Yes,Yes,55,85,0,Placed,Arjun Pandey,23,Computer Science & Engineering,87.3,87.7,100.0,89.1,"Go, Java, Python",4.9,97.4,Yes,45.0
9444,9445,8.5,1,2,2,8,Yes,Yes,88,88,0,Placed,Sanjay Rao,20,Computer Science & Engineering,90.1,79.3,100.0,90.5,"Python, C++, Java, Go",5.0,91.3,No,43.6
9445,9446,6.7,0,1,1,7,No,No,61,61,3,NotPlaced,Vivek Mehta,22,Electronics & Communication Engineering,63.9,46.3,51.6,50.0,"Go, C++",4.7,91.6,No,3.81
9446,9447,8.4,2,3,1,9,Yes,Yes,76,87,0,Placed,Pooja Chatterjee,23,Electronics & Communication Engineering,80.3,75.4,91.6,95.9,"Swift, Java, Python",4.8,95.9,No,26.84
9447,9448,8.2,1,1,1,9,Yes,Yes,76,70,0,Placed,Rohan Joshi,21,Information Technology,98.6,92.6,94.3,82.5,"Java, Swift, C++",4.9,99.4,Yes,28.3
9448,9449,6.5,1,1,0,8,No,Yes,55,68,2,NotPlaced,Siddhi Patel,20,Computer Science & Engineering,86.9,35.4,63.8,51.1,"Python, JavaScript, Java, SQL",4.2,94.7,Yes,3.7
9449,9450,8.4,2,3,2,9,Yes,Yes,76,86,1,Placed,Aadhya Singh,20,Electronics & Communication Engineering,94.9,97.4,98.9,92.3,"C++, SQL, Swift",4.9,93.4,Yes,29.68
9450,9451,8.6,2,3,2,9,Yes,Yes,80,82,0,Placed,Kavya Singh,21,Computer Science & Engineering,96.2,89.3,97.6,100.0,"Python, JavaScript, SQL",5.0,88.2,No,45.0
9451,9452,8.9,2,3,2,9,Yes,Yes,78,84,0,Placed,Aarav Verma,20,Computer Science & Engineering,91.8,82.1,98.1,91.5,"SQL, JavaScript, Java, Python, Kotlin",4.9,94.8,No,45.0
9452,9453,7.4,0,1,3,6,No,Yes,63,71,4,NotPlaced,Rahul Choudhury,21,Information Technology,76.3,32.9,66.3,56.2,"SQL, C++, JavaScript",3.2,73.3,Yes,5.63
9453,9454,8.4,0,1,0,8,Yes,Yes,88,84,1,NotPlaced,Amit Pandey,23,Computer Science & Engineering,89.0,45.5,85.6,70.5,"C++, JavaScript, SQL",4.7,85.6,No,5.8
9454,9455,8.4,2,3,2,8,Yes,Yes,76,84,1,NotPlaced,Nikhil Verma,24,Information Technology,76.0,68.0,83.0,70.4,"Java, C++, Python, JavaScript, SQL",4.4,91.1,Yes,5.8
9455,9456,8.2,1,3,2,9,Yes,Yes,66,88,0,Placed,Abhishek Mehta,22,Electronics & Communication Engineering,88.6,96.9,87.9,88.6,"Swift, C++, Java",5.0,93.5,No,27.07
9456,9457,8.1,2,3,2,9,Yes,Yes,78,83,1,Placed,Aditi Gupta,23,Computer Science & Engineering,85.5,77.1,95.4,93.0,"Java, SQL, C++, Go, Python",5.0,94.6,No,27.53
9457,9458,8.3,2,3,2,7,Yes,No,79,80,1,NotPlaced,Sai Banerjee,22,Mechanical Engineering,66.9,44.8,73.0,63.4,"JavaScript, C++, Swift",4.6,93.0,No,5.8
9458,9459,7.7,0,2,0,7,Yes,Yes,60,66,2,NotPlaced,Dev Choudhury,22,Electronics & Communication Engineering,76.0,42.6,72.8,60.3,"C++, Go, Java",4.6,91.5,No,5.8
9459,9460,7.7,1,1,1,7,No,Yes,55,67,4,NotPlaced,Deepak Rao,21,Computer Science & Engineering,79.1,56.5,65.2,65.8,"SQL, Python, C++",4.3,80.7,Yes,5.8
9460,9461,7.0,0,1,0,7,No,No,71,60,3,NotPlaced,Diya Kumar,24,Electronics & Communication Engineering,91.1,67.7,61.8,57.9,"JavaScript, SQL",5.0,90.6,Yes,4.66
9461,9462,8.2,2,2,1,8,Yes,Yes,70,70,1,NotPlaced,Aryan Chatterjee,22,Information Technology,88.2,53.0,66.8,72.8,"Swift, Kotlin, C++, Java",4.4,98.5,No,5.8
9462,9463,7.3,0,1,1,7,No,No,57,65,2,NotPlaced,Aditya Joshi,22,Electronics & Communication Engineering,81.7,33.0,68.0,58.4,"C++, Java, Kotlin",3.6,68.8,No,5.74
